county_fips,county_name,state,county_lat,county_lon,nearest_hospital_miles,nearest_hospital_minutes_est
13081,Crisp County,GA,31.920268,-83.75653,4.214967680654134,7.2256588811213724
13083,Dade County,GA,34.852424,-85.506201,10.655918720650583,18.267289235400998
13085,Dawson County,GA,34.442608,-84.173261,12.54669768853611,21.508624608919046
13087,Decatur County,GA,30.880643,-84.58389,2.4111775778147906,4.133447276253927
13089,DeKalb County,GA,33.770661,-84.226343,3.541936346340503,6.071890879440862
13091,Dodge County,GA,32.164369,-83.167866,1.577012358011433,2.703449756591028
13093,Dooly County,GA,32.151995,-83.807167,12.149324362506775,20.827413192868757
13095,Dougherty County,GA,31.532588,-84.20904,4.9665079593573624,8.514013644612621
13097,Douglas County,GA,33.701242,-84.767314,3.328526227117384,5.706044960772658
13099,Early County,GA,31.324191,-84.906723,18.922211837124152,32.43807743506997
13101,Echols County,GA,30.714008,-82.897376,25.264933549419403,43.31131465614755
13103,Effingham County,GA,32.361679,-81.343376,1.3194157423422506,2.2618555583010007
13105,Elbert County,GA,34.116406,-82.841911,1.9016293699051854,3.2599360626946035
13107,Emanuel County,GA,32.5912,-82.300195,2.7729375096682567,4.753607159431297
13109,Evans County,GA,32.153083,-81.890153,1.025399065611428,1.757826969619591
13111,Fannin County,GA,34.866543,-84.317331,4.802167950882041,8.232287915797786
13113,Fayette County,GA,33.412717,-84.493941,2.8422471272299017,4.872423646679832
13115,Floyd County,GA,34.26369,-85.213685,1.40233199028389,2.4039976976295256
13117,Forsyth County,GA,34.225143,-84.127408,3.38198931230362,5.797695963949063
13119,Franklin County,GA,34.375052,-83.22799,7.047117303701041,12.080772520630356
13121,Fulton County,GA,33.790034,-84.468182,4.42971852243454,7.593803181316355
13123,Gilmer County,GA,34.690522,-84.454812,16.224613957800294,27.81362392765765
13125,Glascock County,GA,33.227491,-82.606913,19.023140160866017,32.61109741862746
13127,Glynn County,GA,31.21271,-81.49645,2.697091474837134,4.623585385435087
13129,Gordon County,GA,34.509667,-84.873862,2.9996383242987434,5.142237127369274
13131,Grady County,GA,30.8759,-84.244965,2.8479499824305052,4.882199969880866
13133,Greene County,GA,33.576704,-83.166625,26.560572690794448,45.5324103270762
13135,Gwinnett County,GA,33.958756,-84.025735,0.5786964241883067,0.9920510128942401
13137,Habersham County,GA,34.634392,-83.525875,3.7114322355745855,6.362455260985003
13139,Hall County,GA,34.317569,-83.8185,0.989522103914873,1.6963236067112109
13141,Hancock County,GA,33.26922,-83.000465,18.858644367692364,32.329104630329766
13143,Haralson County,GA,33.795165,-85.220063,17.677702659225364,30.304633130100626
13145,Harris County,GA,32.731549,-84.912432,13.798826982300993,23.655131969658843
13147,Hart County,GA,34.348732,-82.96329,11.509896846129935,19.731251736222745
13149,Heard County,GA,33.291347,-85.137886,18.533378892790985,31.771506673355976
13151,Henry County,GA,33.452947,-84.154021,5.792528386048774,9.930048661797898
13153,Houston County,GA,32.458147,-83.662309,2.7837147402481377,4.77208241185395
13155,Irwin County,GA,31.604306,-83.277037,1.5335762128190737,2.6289877934041264
13157,Jackson County,GA,34.130905,-83.562557,8.122879338617158,13.924936009057987
13159,Jasper County,GA,33.316981,-83.689151,0.24670695631033193,0.42292621081771187
13161,Jeff Davis County,GA,31.811615,-82.636825,3.5999093660647197,6.17127319896809
